condicion,asset,horizonte_h,periodo,n,ret_medio,win_rate,base_ret_medio,base_win_rate
vwap_ruptura_baja,BNB,8,IS,1064,0.00034096146674139085,0.4793233082706767,-0.00016203353152345024,0.4808513884650595
vwap_ruptura_baja,BNB,8,OOS,352,-0.00012855603567391838,0.5142045454545454,-0.0003442857266116368,0.47959651535992665
vwap_ruptura_baja,BNB,24,IS,1064,0.0004065206750671837,0.48214285714285715,-0.00045667808205598795,0.47833384192859324
vwap_ruptura_baja,BNB,24,OOS,349,-8.864566824220247e-05,0.5157593123209169,-0.0011036485667066595,0.46732627703635526
vwap_ruptura_baja,BNB,72,IS,1064,-0.002090842494829482,0.4718045112781955,-0.0014433553553708203,0.47184925236496794
vwap_ruptura_baja,BNB,72,OOS,347,-0.0002495753789181613,0.49279538904899134,-0.0030451661206450753,0.45137273150302465
poc_zona,BNB,4,IS,272,0.0010402491230203112,0.5919117647058824,8.373573831764305e-05,0.5203692401586817
poc_zona,BNB,4,OOS,83,0.00035106283243976476,0.5421686746987951,0.00016830012232247913,0.5068712780577187
poc_zona,BNB,8,IS,272,0.0011039494081448381,0.5514705882352942,0.00016203353152345024,0.5191486115349405
poc_zona,BNB,8,OOS,83,0.0018384675777160648,0.5542168674698795,0.0003442857266116368,0.5197157267308574
poc_zona,BNB,24,IS,272,0.0012760997099870927,0.5,0.00045667808205598795,0.5216661580714068
poc_zona,BNB,24,OOS,83,0.003170063441750095,0.5783132530120482,0.0011036485667066595,0.5324436263230556
poc_zona,BNB,72,IS,272,0.0008516918417806933,0.5036764705882353,0.0014433553553708203,0.528150747635032
poc_zona,BNB,72,OOS,83,0.008882447716548636,0.6746987951807228,0.0030451661206450753,0.5486272684969753
fib_0.618,BNB,4,IS,304,0.0005058073476042052,0.5592105263157895,-4.450827052320157e-05,0.49122673176685994
fib_0.618,BNB,4,OOS,93,-0.0013240695400738942,0.44086021505376344,-0.00011451355265501391,0.4857993586807146
fib_0.618,BNB,8,IS,304,0.0006740807876767817,0.5526315789473685,-5.146352059540135e-05,0.48436069575831553
fib_0.618,BNB,8,OOS,93,-0.002930352224763602,0.3978494623655914,-0.0003722992889122136,0.479825767996332
fib_0.618,BNB,24,IS,304,0.001120921119668789,0.555921052631579,0.0004013655399746538,0.4848947207812023
fib_0.618,BNB,24,OOS,93,-0.00518961643455644,0.3870967741935484,-0.0020035904404601453,0.45605154164749195
fib_0.618,BNB,72,IS,304,0.0024028830817216682,0.5625,0.0016532372856343912,0.5081629539212694
fib_0.618,BNB,72,OOS,93,-0.00011597351895365285,0.43010752688172044,-0.004638425124596519,0.45742205677059095
